id,en,ja,pos,theme,level,is_frequent
293,supermarket,スーパーマーケット,noun,place,eiken5,0
294,office,オフィス・会社,noun,place,eiken5,0
295,department store,デパート,noun,place,eiken5,0
296,airport,空港,noun,place,eiken5,0
297,bookstore,本屋,noun,place,eiken5,0
298,bridge,橋,noun,place,eiken5,0
299,building,建物,noun,place,eiken5,0
300,tower,塔,noun,place,eiken5,0
301,bank,銀行,noun,place,eiken5,0
302,gas station,ガソリンスタンド,noun,place,eiken5,0
303,hotel,ホテル,noun,place,eiken5,0
304,police station,警察署,noun,place,eiken5,0
305,city,市,noun,place,eiken5,0
306,street,道,noun,place,eiken5,0
