id,en,ja,pos,theme,level,is_frequent
1,am,～である,verb,grammar,eiken5,0
2,are,〜である,verb,grammar,eiken5,0
3,be,〜である,verb,grammar,eiken5,0
4,can,〜することができる,verb,grammar,eiken5,0
5,go doing,～しに行く,verb,grammar,eiken5,0
6,is,～である,verb,grammar,eiken5,0
7,like doing,～することが好きである,verb,grammar,eiken5,0
8,like reading,読書が好きだ,verb,grammar,eiken5,0
9,need,〜を必要とする,verb,grammar,eiken5,1
10,want,〜がほしい,verb,grammar,eiken5,1
11,begin,始める,verb,action,eiken5,0
12,brush,〜を磨く,verb,action,eiken5,0
13,buy,〜を買う,verb,action,eiken5,1
14,camp,キャンプをする,verb,action,eiken5,0
15,clean,～をきれいにする,verb,action,eiken5,1
16,close,～を閉める,verb,action,eiken5,0
17,cook,料理する,verb,action,eiken5,1
18,cut,～を切る,verb,action,eiken5,0
19,dance,踊る,verb,action,eiken5,0
20,do,〜をする,verb,action,eiken5,1
21,dose,投薬する,verb,action,eiken5,0
22,drink,～を飲む,verb,action,eiken5,1
23,eat,食べる,verb,action,eiken5,1
24,enjoy,〜を楽しむ,verb,action,eiken5,0
25,get,～を得る,verb,action,eiken5,1
26,give,与える,verb,action,eiken5,0
27,have,～を持っている,verb,action,eiken5,1
28,have a cold,風邪をひいている,verb,action,eiken5,0
29,help,〜を助ける,verb,action,eiken5,1
30,live,住む,verb,action,eiken5,0
31,live in,～に住んでいる,verb,action,eiken5,0
32,look,見る,verb,action,eiken5,1
33,look at,〜を見る,verb,action,eiken5,0
34,make,〜を作る,verb,action,eiken5,1
35,meet,会う,verb,action,eiken5,1
36,open,開ける,verb,action,eiken5,1
37,paint,～を描く,verb,action,eiken5,0
38,play,遊ぶ,verb,action,eiken5,1
39,practice,～を練習する,verb,action,eiken5,0
40,put,～を置く,verb,action,eiken5,0
41,rain,雨が降る,verb,action,eiken5,1
42,read,～を読む,verb,action,eiken5,1
43,see,～を見る,verb,action,eiken5,1
44,sing,歌う,verb,action,eiken5,1
45,sleep,眠る,verb,action,eiken5,1
46,sleep in bed,ベッドで眠る,verb,action,eiken5,0
47,start,始まる,verb,action,eiken5,1
48,stop,～を止める,verb,action,eiken5,0
49,study,勉強する,verb,action,eiken5,1
50,take,～に乗る,verb,action,eiken5,1
51,take a bath,風呂に入る,verb,action,eiken5,0
52,teach,～を教える,verb,action,eiken5,1
53,use,～を使う,verb,action,eiken5,1
54,wash,～を洗う,verb,action,eiken5,1
55,watch,～をじっと見る,verb,action,eiken5,1
56,work,働く,verb,action,eiken5,1
57,write,～を書く,verb,action,eiken5,1
58,find,～を見つける,verb,mind,eiken5,0
59,know,〜を知っている,verb,mind,eiken5,1
60,like,～が好きである,verb,mind,eiken5,1
61,love,〜を愛する,verb,mind,eiken5,0
62,smile,ほほえむ,verb,mind,eiken5,0
63,think,思う,verb,mind,eiken5,1
64,answer,答える,verb,communication,eiken5,0
65,ask,たずねる,verb,communication,eiken5,0
66,call,～に電話をかける,verb,communication,eiken5,0
67,excuse,許す,verb,communication,eiken5,0
68,hear,聞く,verb,communication,eiken5,0
69,listen,聞く,verb,communication,eiken5,1
70,listen to,〜を聴く,verb,communication,eiken5,0
71,speak,話す,verb,communication,eiken5,1
72,talk,話す,verb,communication,eiken5,1
73,back,支持する,verb,movement,eiken5,0
74,come,来る,verb,movement,eiken5,1
75,come back,戻ってくる,verb,movement,eiken5,0
76,come from,～の出身である,verb,movement,eiken5,0
77,come home,帰宅する,verb,movement,eiken5,0
78,come in,入る,verb,movement,eiken5,0
79,fly,飛ぶ,verb,movement,eiken5,0
80,get up,起きる,verb,movement,eiken5,0
81,go,行く,verb,movement,eiken5,1
82,go home,家に帰る,verb,movement,eiken5,0
83,go shopping,買い物に行く,verb,movement,eiken5,0
84,go skiing,スキーに行く,verb,movement,eiken5,0
85,go to,～へ行く,verb,movement,eiken5,0
86,go to bed,寝る,verb,movement,eiken5,0
87,go to school,学校に行く,verb,movement,eiken5,0
88,go to work,仕事に行く,verb,movement,eiken5,0
89,hike,ハイキングをする,verb,movement,eiken5,0
90,jog,ジョギングをする,verb,movement,eiken5,0
91,jump,とぶ,verb,movement,eiken5,0
92,ride,乗る,verb,movement,eiken5,0
93,run,走る,verb,movement,eiken5,1
94,sit,すわる,verb,movement,eiken5,1
