id,en,ja,pos,theme,level,is_frequent
90,sell,〜を売る,verb,action,eiken4,1
91,vacation,休暇,noun,abstract,eiken4,1
92,doughnut,ドーナツ,noun,food,eiken4,1
93,horse,馬,noun,animal,eiken4,1
94,line,線,noun,abstract,eiken4,1
95,tell,言う,verb,communication,eiken4,1
96,wear,〜を身につけている,verb,action,eiken4,1
97,drive,～を運転する,verb,action,eiken4,1
98,end,終わり,noun,time,eiken4,1
99,free,自由な,adjective,adj_quality,eiken4,1
100,quiet,静かな,adjective,adj_quality,eiken4,1
101,butter,バター,noun,food,eiken4,1
102,drum,ドラム,noun,tech,eiken4,1
103,event,行事,noun,event,eiken4,1
104,cherry,さくらんぼ,noun,food,eiken4,1
105,plan,計画,noun,abstract,eiken4,1
106,bring,〜を持ってくる,verb,action,eiken4,1
107,lose,～をなくす,verb,action,eiken4,1
108,ocean,大洋,noun,nature,eiken4,1
109,try,試みる,verb,action,eiken4,1
110,chicken,鶏肉,noun,food,eiken4,1
111,forget,忘れる,verb,mind,eiken4,1
112,salt,塩,noun,food,eiken4,1
113,understand,理解する,verb,mind,eiken4,1
114,beside,〜のそばに,preposition,preposition,eiken4,1
115,drama,ドラマ,noun,media,eiken4,1
116,sorry,申し訳ない,adjective,adj_emotion,eiken4,1
117,become,～になる,verb,action,eiken4,1
118,hall,講堂,noun,home,eiken4,1
119,finish,～を終える,verb,action,eiken4,1
120,word,単語,noun,abstract,eiken4,1
121,because,〜ので,conjunction,conjunction,eiken4,1
122,expensive,高価な,adjective,adj_quality,eiken4,1
123,later,あとで,adverb,adverb,eiken4,1
124,sir,お客様,noun,people,eiken4,1
125,comedy,喜劇,noun,abstract,eiken4,1
126,hometown,故郷,noun,place,eiken4,1
127,stadium,スタジアム,noun,place,eiken4,1
128,could,～することができた,verb,grammar,eiken4,1
129,own,自分自身の,adjective,adj_quality,eiken4,1
130,turtle,カメ,noun,animal,eiken4,1
131,France,フランス,noun,country,eiken4,1
132,hard,難しい,adjective,adj_quality,eiken4,1
133,sausage,ソーセージ,noun,food,eiken4,1
134,gray,灰色,adjective,adj_state,eiken4,1
135,if,もし～ならば,conjunction,conjunction,eiken4,1
136,easily,簡単に,adverb,adverb,eiken4,1
137,invite,～を招待する,verb,action,eiken4,1
138,remember,思い出す,verb,mind,eiken4,1
139,wife,妻,noun,people,eiken4,1
140,again,再び,adverb,adverb,eiken4,1
141,coach,コーチ,noun,occupation,eiken4,1
142,noodle,麺類,noun,food,eiken4,1
143,photo,写真,noun,media,eiken4,1
144,autumn,秋,noun,time,eiken4,1
145,more,もっと,adverb,adverb,eiken4,1
146,once,一度,adverb,adverb,eiken4,1
147,dear,親愛なる,adjective,adj_quality,eiken4,1
148,may,～してもよい,verb,grammar,eiken4,1
149,pasta,パスタ,noun,food,eiken4,1
150,sweater,セーター,noun,clothing,eiken4,1
151,careful,注意深い,adjective,adj_quality,eiken4,1
152,farmer,農場主,noun,occupation,eiken4,1
153,artist,芸術家,noun,occupation,eiken4,1
154,grade,学年,noun,abstract,eiken4,1
155,other,ほかの,adjective,adj_state,eiken4,1
156,homestay,ホームステイ,noun,event,eiken4,1
157,away,離れて,adverb,adverb,eiken4,1
158,doghouse,犬小屋,noun,home,eiken4,1
159,gift,贈り物,noun,abstract,eiken4,1
160,best,最もよい,adjective,adj_quality,eiken4,1
161,famous,有名な,adjective,adj_quality,eiken4,1
162,half,半分,noun,abstract,eiken4,1
163,dark,暗い,adjective,adj_state,eiken4,1
164,delicious,非常に美味しい,adjective,adj_quality,eiken4,1
165,stomachache,腹痛,noun,body,eiken4,1
166,sun,太陽,noun,nature,eiken4,1
167,better,よりよい,adjective,adj_quality,eiken4,1
168,comic,漫画,noun,media,eiken4,1
169,different,異なる,adjective,adj_quality,eiken4,1
170,lucky,幸運な,adjective,adj_emotion,eiken4,1
171,wallet,財布,noun,home,eiken4,1
172,bad,悪い,adjective,adj_quality,eiken4,1
173,interesting,面白い,adjective,adj_emotion,eiken4,1
174,will,だろう,verb,grammar,eiken4,1
175,cousin,いとこ,noun,people,eiken4,1
176,writer,筆者,noun,occupation,eiken4,1
177,another,もう一つ,pronoun,pronoun,eiken4,1
178,glasses,メガネ,noun,clothing,eiken4,1
179,still,今でも,adverb,adverb,eiken4,1
180,difficult,難しい,adjective,adj_quality,eiken4,1
181,visitor,訪問者,noun,people,eiken4,1
182,baby,赤ちゃん,noun,people,eiken4,1
183,something,何か,pronoun,pronoun,eiken4,1
184,wedding,結婚式,noun,event,eiken4,1
185,must,～しなければならない,verb,grammar,eiken4,1
186,than,～よりも,conjunction,conjunction,eiken4,1
187,between,～の間に,preposition,preposition,eiken4,1
188,into,～の中へ,preposition,preposition,eiken4,1
189,tie,ネクタイ,noun,object,eiken4,1
190,exciting,刺激的な,adjective,adj_emotion,eiken4,1
191,America,アメリカ,noun,country,eiken4,1
192,should,〜すべきだ,verb,grammar,eiken4,1
193,anything,何か,pronoun,pronoun,eiken4,1
194,both,両方の,adjective,adj_quantity,eiken4,1
195,gold,金,noun,nature,eiken4,1
196,pig,豚,noun,animal,eiken4,1
197,look for,〜を探す,verb,mind,eiken4,1
198,would,〜だろう,verb,grammar,eiken4,1
199,go out,外出する,verb,movement,eiken4,1
200,have to,〜しなければならない,verb,grammar,eiken4,1
